Parent Property Name,Postal Code,Street Name,Borough,Primary Property Type - Self Selected,Year Built,Metered Areas (Energy),Water Required?
Not Applicable: Standalone Property,11210,AMERSFORT PLACE,Brooklyn,Multifamily Housing,1929,Whole Building,Yes
Not Applicable: Standalone Property,11210,KENILWORTH PLACE,Brooklyn,Multifamily Housing,1940,Whole Building,Yes
Not Applicable: Standalone Property,11210,EAST 31 STREET,Brooklyn,Multifamily Housing,1961,Whole Building,Yes
Not Applicable: Standalone Property,11210,EAST 31 STREET,Brooklyn,Multifamily Housing,1963,Whole Building,No
Not Applicable: Standalone Property,11210,AVENUE H,Brooklyn,Multifamily Housing,1962,Whole Building,Yes
Not Applicable: Standalone Property,11210,AVENUE H,Brooklyn,Office,1963,Whole Building,Yes
Not Applicable: Standalone Property,11230,OCEAN AVENUE,Brooklyn,Multifamily Housing,1929,Whole Building,Yes
Not Applicable: Standalone Property,11230,OCEAN AVENUE,Brooklyn,Multifamily Housing,1940,Whole Building,Yes
Not Applicable: Standalone Property,11210,EAST 27 STREET,Brooklyn,Multifamily Housing,1936,Whole Building,Yes
Not Applicable: Standalone Property,11210,AVENUE I,Brooklyn,Multifamily Housing,1941,Whole Building,No
Not Applicable: Standalone Property,11210,AVENUE I,Brooklyn,Multifamily Housing,1930,Whole Building,Yes
Not Applicable: Standalone Property,11210,EAST 31 STREET,Brooklyn,Multifamily Housing,1930,Whole Building,Yes
Not Applicable: Standalone Property,11210,AVENUE I,Brooklyn,Multifamily Housing,1950,Whole Building,No
Not Applicable: Standalone Property,11210,AVENUE I,Brooklyn,Multifamily Housing,1950,Whole Building,Yes
Not Applicable: Standalone Property,11210,AURELIA COURT,Brooklyn,Multifamily Housing,1954,Whole Building,Yes
Not Applicable: Standalone Property,11210,FLATBUSH AVENUE,Brooklyn,Multifamily Housing,1957,Whole Building,Yes
Not Applicable: Standalone Property,11210,AVENUE H,Brooklyn,Office,1941,Whole Building,No
Not Applicable: Standalone Property,11210,AVENUE H,Brooklyn,Multifamily Housing,1941,Whole Building,Yes
Not Applicable: Standalone Property,11210,FLATBUSH AVENUE,Brooklyn,Multifamily Housing,1964,Whole Building,Yes
Not Applicable: Standalone Property,11210,AVENUE H,Brooklyn,Multifamily Housing,1950,Whole Building,Yes
Not Applicable: Standalone Property,11230,OCEAN AVENUE,Brooklyn,Multifamily Housing,1922,Whole Building,No
Not Applicable: Standalone Property,11230,OCEAN AVENUE,Brooklyn,Multifamily Housing,1963,Whole Building,Yes
Not Applicable: Standalone Property,11210,AVENUE J,Brooklyn,Multifamily Housing,1930,Whole Building,Yes
Not Applicable: Standalone Property,11210,EAST 29 STREET,Brooklyn,Multifamily Housing,1939,Whole Building,No
Not Applicable: Standalone Property,11210,AVENUE J,Brooklyn,Multifamily Housing,1930,Whole Building,No
Not Applicable: Standalone Property,11210,OCEAN AVENUE,Brooklyn,Multifamily Housing,1922,Whole Building,No
Not Applicable: Standalone Property,11230,OCEAN AVENUE,Brooklyn,Multifamily Housing,1925,Whole Building,No
Not Applicable: Standalone Property,11210,NOSTRAND AVENUE,Brooklyn,Multifamily Housing,1955,Whole Building,Yes
Not Applicable: Standalone Property,11210,NOSTRAND AVENUE,Brooklyn,Multifamily Housing,1955,Whole Building,Yes
Not Applicable: Standalone Property,11210,EAST 35 STREET,Brooklyn,Multifamily Housing,1955,Whole Building,Yes
Not Applicable: Standalone Property,11210,AVENUE L,Brooklyn,Multifamily Housing,1941,Whole Building,Yes
Not Applicable: Standalone Property,11230,OCEAN AVENUE,Brooklyn,Multifamily Housing,1926,Whole Building,Yes
Not Applicable: Standalone Property,11230,OCEAN AVENUE,Brooklyn,Multifamily Housing,1922,Whole Building,Yes
Not Applicable: Standalone Property,11210,NOSTRAND AVENUE,Brooklyn,Multifamily Housing,1953,Whole Building,Yes
Not Applicable: Standalone Property,11210,NOSTRAND AVENUE,Brooklyn,Multifamily Housing,1953,Whole Building,Yes
Not Applicable: Standalone Property,11230,OCEAN AVENUE,Brooklyn,Multifamily Housing,1937,Whole Building,No
Not Applicable: Standalone Property,11234,KINGS HIGHWAY,Brooklyn,Multifamily Housing,1931,Whole Building,Yes
Not Applicable: Standalone Property,11234,KINGS HIGHWAY,Brooklyn,Multifamily Housing,1950,Whole Building,Yes
Not Applicable: Standalone Property,11234,KINGS HIGHWAY,Brooklyn,Multifamily Housing,1939,Whole Building,Yes
Not Applicable: Standalone Property,11234,KINGS HIGHWAY,Brooklyn,Multifamily Housing,1931,Whole Building,No
Not Applicable: Standalone Property,11234,KINGS HIGHWAY,Brooklyn,Multifamily Housing,1938,Whole Building,No
Not Applicable: Standalone Property,11230,OCEAN AVENUE,Brooklyn,Multifamily Housing,1962,Whole Building,Yes
Not Applicable: Standalone Property,11230,OCEAN AVENUE,Brooklyn,Multifamily Housing,1953,Whole Building,Yes
Not Applicable: Standalone Property,11230,OCEAN AVENUE,Brooklyn,Multifamily Housing,1951,Whole Building,Yes
Not Applicable: Standalone Property,11234,KINGS HIGHWAY,Brooklyn,Hospital (General Medical & Surgical),1955,Whole Building,Yes
Not Applicable: Standalone Property,11234,KINGS HIGHWAY,Brooklyn,Multifamily Housing,1951,Whole Building,No
Not Applicable: Standalone Property,11230,OCEAN AVENUE,Brooklyn,Multifamily Housing,1927,Whole Building,No
Not Applicable: Standalone Property,11230,OCEAN AVENUE,Brooklyn,Multifamily Housing,1930,Whole Building,Yes
Not Applicable: Standalone Property,11210,AVENUE N,Brooklyn,Multifamily Housing,1935,Whole Building,Yes
Not Applicable: Standalone Property,11210,AVENUE O,Brooklyn,Multifamily Housing,1950,Whole Building,Yes
Not Applicable: Standalone Property,11229,KINGS HIGHWAY,Brooklyn,Multifamily Housing,1950,Whole Building,Yes
Not Applicable: Standalone Property,11219,KINGS HIGHWAY,Brooklyn,Multifamily Housing,1950,Whole Building,Yes
Not Applicable: Standalone Property,11229,KINGS HIGHWAY,Brooklyn,Multifamily Housing,1937,Whole Building,Yes
Not Applicable: Standalone Property,11234,EAST 45 STREET,Brooklyn,Multifamily Housing,1958,Whole Building,Yes
Not Applicable: Standalone Property,11234,GLENWOOD ROAD,Brooklyn,Self-Storage Facility,1942,Whole Building,No
Not Applicable: Standalone Property,11234,GLENWOOD ROAD,Brooklyn,Distribution Center,2006,Whole Building,No
Not Applicable: Standalone Property,11236,RALPH AVENUE,Brooklyn,Office,1961,Whole Building,No
Not Applicable: Standalone Property,11234,EAST 51 STREET,Brooklyn,Multifamily Housing,1966,Whole Building,No
Not Applicable: Standalone Property,11234,EAST 51 STREET,Brooklyn,Multifamily Housing,1965,Whole Building,Yes
Not Applicable: Standalone Property,11234,EAST 53 STREET,Brooklyn,Multifamily Housing,1966,Whole Building,No
Not Applicable: Standalone Property,11234,EAST 53 STREET,Brooklyn,Multifamily Housing,1966,Whole Building,Yes
Not Applicable: Standalone Property,11234,EAST 54 STREET,Brooklyn,Multifamily Housing,1966,Whole Building,Yes
Not Applicable: Standalone Property,11210,AVENUE K,Brooklyn,Multifamily Housing,1959,Whole Building,No
Not Applicable: Standalone Property,11234,KINGS HIGHWAY,Brooklyn,Multifamily Housing,1959,Whole Building,Yes
Not Applicable: Standalone Property,11234,KINGS HIGHWAY,Brooklyn,Multifamily Housing,1951,Whole Building,Yes
Not Applicable: Standalone Property,11210,AVENUE K,Brooklyn,Multifamily Housing,1955,Whole Building,Yes
Not Applicable: Standalone Property,11234,KINGS HIGHWAY,Brooklyn,Multifamily Housing,1950,Whole Building,No
Not Applicable: Standalone Property,11234,KINGS HIGHWAY,Brooklyn,Multifamily Housing,1955,Whole Building,Yes
Not Applicable: Standalone Property,11234,EAST 41 STREET,Brooklyn,Multifamily Housing,1931,Whole Building,Yes
Not Applicable: Standalone Property,11236,AVENUE D,Brooklyn,Wholesale Club/Supercenter,2011,Whole Building,No
Not Applicable: Standalone Property,11203,KINGS HIGHWAY,Brooklyn,Multifamily Housing,1952,Whole Building,Yes
Not Applicable: Standalone Property,11236,REMSEN AVENUE,Brooklyn,Non-Refrigerated Warehouse,1940,Whole Building,No
Not Applicable: Standalone Property,11236,ROCKAWAY AVENUE,Brooklyn,Distribution Center,1987,Whole Building,Yes
Not Applicable: Standalone Property,11236,EAST 101 STREET,Brooklyn,Non-Refrigerated Warehouse,1947,Whole Building,Yes
Not Applicable: Standalone Property,11236,FOSTER AVENUE,Brooklyn,Non-Refrigerated Warehouse,1972,Whole Building,Yes
Not Applicable: Standalone Property,11236,FARRAGUT ROAD,Brooklyn,Distribution Center,1971,Whole Building,No
Not Applicable: Standalone Property,11236,EAST 103 STREET,Brooklyn,Senior Care Community,1975,Whole Building,Yes
Not Applicable: Standalone Property,11236,EAST 104 STREET,Brooklyn,Residence Hall/Dormitory,1975,Whole Building,Yes
Not Applicable: Standalone Property,11236,ROCKAWAY PARKWAY,Brooklyn,Senior Care Community,1975,Whole Building,Yes
Not Applicable: Standalone Property,11236,EAST 98 STREET,Brooklyn,Multifamily Housing,1964,Whole Building,No
Not Applicable: Standalone Property,11236,ROCKAWAY PARKWAY,Brooklyn,Multifamily Housing,1963,Whole Building,Yes
Not Applicable: Standalone Property,11221,LOUISIANA AVENUE,Brooklyn,Senior Care Community,2006,Whole Building,Yes
Not Applicable: Standalone Property,11236,EAST 108 STREET,Brooklyn,Multifamily Housing,1967,Whole Building,Yes
Not Applicable: Standalone Property,11236,EAST 108 STREET,Brooklyn,Multifamily Housing,1967,Whole Building,Yes
Not Applicable: Standalone Property,11236,EAST 95 STREET,Brooklyn,Other,1950,Whole Building,Yes
Not Applicable: Standalone Property,11234,RALPH AVENUE,Brooklyn,Mixed Use Property,1970,Whole Building,Yes
Not Applicable: Standalone Property,11234,ROYCE STREET,Brooklyn,Multifamily Housing,2005,Whole Building,Yes
Not Applicable: Standalone Property,11234,AVENUE U,Brooklyn,Multifamily Housing,1965,Whole Building,Yes
Not Applicable: Standalone Property,11234,AVENUE U,Brooklyn,Retail Store,1950,Whole Building,Yes
Not Applicable: Standalone Property,11234,STRICKLAND AVENUE,Brooklyn,Other - Entertainment/Public Assembly,1950,Whole Building,Yes
Not Applicable: Standalone Property,11234,STRICKLAND AVENUE,Brooklyn,Mixed Use Property,2002,Whole Building,Yes
Not Applicable: Standalone Property,11235,OCEAN PARKWAY,Brooklyn,Multifamily Housing,1926,Whole Building,Yes
Not Applicable: Standalone Property,11235,OCEAN PARKWAY,Brooklyn,Multifamily Housing,1928,Whole Building,Yes
Not Applicable: Standalone Property,11235,BRIGHTON 5 STREET,Brooklyn,Multifamily Housing,1963,Whole Building,Yes
Not Applicable: Standalone Property,11235,BRIGHTON 1 STREET,Brooklyn,Multifamily Housing,2007,Whole Building,Yes
Not Applicable: Standalone Property,11235,BRIGHTON 6 STREET,Brooklyn,Multifamily Housing,2009,Whole Building,Yes
Not Applicable: Standalone Property,11218,OCEAN PARKWAY,Brooklyn,Multifamily Housing,1956,Whole Building,Yes
Not Applicable: Standalone Property,11235,OCEAN PARKWAY,Brooklyn,Multifamily Housing,1991,Whole Building,Yes
Not Applicable: Standalone Property,11235,BRIGHTON 1 STREET,Brooklyn,Multifamily Housing,1962,Whole Building,Yes
Not Applicable: Standalone Property,11235,BRIGHTON 1 PLACE,Brooklyn,Multifamily Housing,1932,Whole Building,Yes
Not Applicable: Standalone Property,11235,BRIGHTON 3 STREET,Brooklyn,Multifamily Housing,1920,Whole Building,Yes
Not Applicable: Standalone Property,11235,BRIGHTON 3 STREET,Brooklyn,Multifamily Housing,1931,Whole Building,Yes
Not Applicable: Standalone Property,11235,BRIGHTON 2 STREET,Brooklyn,Multifamily Housing,1929,Whole Building,Yes
Not Applicable: Standalone Property,11235,BRIGHTON 3 STREET,Brooklyn,Multifamily Housing,1927,Whole Building,No
Not Applicable: Standalone Property,11235,BRIGHTON 3 STREET,Brooklyn,Multifamily Housing,1935,Whole Building,Yes
Not Applicable: Standalone Property,11235,BRIGHTON 4 STREET,Brooklyn,Multifamily Housing,1930,Whole Building,Yes
Not Applicable: Standalone Property,11235,BRIGHTWATER COURT,Brooklyn,Multifamily Housing,1930,Whole Building,No
Not Applicable: Standalone Property,11235,BRIGHTON 4 STREET,Brooklyn,Multifamily Housing,1929,Whole Building,Yes
Not Applicable: Standalone Property,11235,BRIGHTON 4 STREET,Brooklyn,Multifamily Housing,1929,Another configuration,Yes
Not Applicable: Standalone Property,11235,BRIGHTON 5 STREET,Brooklyn,Multifamily Housing,1929,Whole Building,No
Not Applicable: Standalone Property,11235,BRIGHTON 5 STREET,Brooklyn,Multifamily Housing,1929,Whole Building,Yes
Not Applicable: Standalone Property,11235,BRIGHTON 5 STREET,Brooklyn,Multifamily Housing,1929,Whole Building,Yes
Not Applicable: Standalone Property,11235,BRIGHTON 5 STREET,Brooklyn,Multifamily Housing,1926,Whole Building,Yes
Not Applicable: Standalone Property,11235,BRIGHTON 5 STREET,Brooklyn,Multifamily Housing,1929,Whole Building,Yes
Not Applicable: Standalone Property,11235,BRIGHTON 6 STREET,Brooklyn,Multifamily Housing,1929,Whole Building,No
Not Applicable: Standalone Property,11235,BRIGHTWATER COURT,Brooklyn,Multifamily Housing,1928,Whole Building,Yes
Not Applicable: Standalone Property,11235,BRIGHTON 6 STREET,Brooklyn,Multifamily Housing,1929,Whole Building,Yes
Not Applicable: Standalone Property,11235,BRIGHTWATER COURT,Brooklyn,Multifamily Housing,1967,Whole Building,Yes
Not Applicable: Standalone Property,11235,BRIGHTON 4 STREET,Brooklyn,Multifamily Housing,1929,Whole Building,Yes
Not Applicable: Standalone Property,11235,BRIGHTWATER COURT,Brooklyn,Multifamily Housing,1929,Whole Building,Yes
Not Applicable: Standalone Property,11235,BRIGHTON 6 STREET,Brooklyn,Multifamily Housing,1928,Whole Building,Yes
Not Applicable: Standalone Property,11235,BRIGHTON 6 STREET,Brooklyn,Multifamily Housing,1929,Whole Building,Yes
Not Applicable: Standalone Property,11235,BRIGHTON 7 STREET,Brooklyn,Multifamily Housing,1931,Whole Building,No
Not Applicable: Standalone Property,11235,BRIGHTON 7 STREET,Brooklyn,Multifamily Housing,1928,Whole Building,Yes
Not Applicable: Standalone Property,11235,BRIGHTON 7 STREET,Brooklyn,Multifamily Housing,1928,Whole Building,Yes
Not Applicable: Standalone Property,11235,CONEY ISLAND AVENUE,Brooklyn,Multifamily Housing,1941,Whole Building,No
Not Applicable: Standalone Property,11235,BRIGHTWATER COURT,Brooklyn,Multifamily Housing,1935,Whole Building,No
Not Applicable: Standalone Property,11235,BRIGHTON 7 STREET,Brooklyn,Multifamily Housing,1931,Whole Building,No
Not Applicable: Standalone Property,11235,BRIGHTON 6 STREET,Brooklyn,Multifamily Housing,1980,Whole Building,Yes
Not Applicable: Standalone Property,11230,CONEY ISLAND AVENUE,Brooklyn,Multifamily Housing,1932,Whole Building,No
Not Applicable: Standalone Property,11235,BRIGHTON 12 STREET,Brooklyn,Multifamily Housing,1931,Whole Building,Yes
Not Applicable: Standalone Property,11235,BRIGHTON 11 STREET,Brooklyn,Multifamily Housing,1931,Whole Building,No
Not Applicable: Standalone Property,10022,SHORE BOULEVARD,Brooklyn,Multifamily Housing,1938,Whole Building,Yes
Not Applicable: Standalone Property,11235,BRIGHTON 11 STREET,Brooklyn,Multifamily Housing,1963,Whole Building,Yes
Not Applicable: Standalone Property,11235,WEST END AVENUE,Brooklyn,Other,1951,Whole Building,Yes
Not Applicable: Standalone Property,11235,WEST END AVENUE,Brooklyn,Multifamily Housing,1953,Whole Building,No
Not Applicable: Standalone Property,11235,BRIGHTON 13 STREET,Brooklyn,Multifamily Housing,1926,Whole Building,Yes
Not Applicable: Standalone Property,11235,BRIGHTON 14 STREET,Brooklyn,Multifamily Housing,1932,Whole Building,Yes
Not Applicable: Standalone Property,11235,BRIGHTON 15 STREET,Brooklyn,Multifamily Housing,1927,Whole Building,No
Not Applicable: Standalone Property,11235,BRIGHTON BEACH AVE,Brooklyn,Multifamily Housing,1937,Whole Building,No
Not Applicable: Standalone Property,11235,BRIGHTON BEACH AVE,Brooklyn,Multifamily Housing,1934,Whole Building,Yes
Not Applicable: Standalone Property,11235,CORBIN PLACE,Brooklyn,Multifamily Housing,1942,Whole Building,No
Not Applicable: Standalone Property,11235,WEST END AVENUE,Brooklyn,Multifamily Housing,1951,Whole Building,No
Not Applicable: Standalone Property,11235,WEST END AVENUE,Brooklyn,Multifamily Housing,1978,Whole Building,Yes
Not Applicable: Standalone Property,11235,WEST END AVENUE,Brooklyn,Multifamily Housing,1963,Whole Building,No
Not Applicable: Standalone Property,11235,OCEANA DRIVE WEST,Brooklyn,Multifamily Housing,2000,Whole Building,No
Not Applicable: Standalone Property,11235,OCEANA DRIVE WEST,Brooklyn,Multifamily Housing,2000,Whole Building,No
Not Applicable: Standalone Property,11235,OCEANA DRIVE WEST,Brooklyn,Multifamily Housing,2000,Whole Building,Yes
Not Applicable: Standalone Property,11235,OCEANA DRIVE EAST,Brooklyn,Multifamily Housing,2000,Whole Building,Yes
Not Applicable: Standalone Property,11235,OCEANA DRIVE WEST,Brooklyn,Multifamily Housing,2000,Whole Building,Yes
Not Applicable: Standalone Property,11235,OCEANA DRIVE,Brooklyn,Multifamily Housing,2000,Whole Building,Yes
Not Applicable: Standalone Property,11235,OCEANA DRIVE EAST,Brooklyn,Multifamily Housing,2007,Whole Building,Yes
Not Applicable: Standalone Property,11235,OCEANA DRIVE WEST,Brooklyn,Multifamily Housing,2013,Whole Building,Yes
Not Applicable: Standalone Property,11235,OCEANA DRIVE EAST,Brooklyn,Multifamily Housing,2000,Whole Building,Yes
Not Applicable: Standalone Property,11235,OCEANA DRIVE EAST,Brooklyn,Multifamily Housing,2000,Whole Building,Yes
Not Applicable: Standalone Property,11235,OCEANA DRIVE EAST,Brooklyn,Parking,2005,Whole Building,Yes
Not Applicable: Standalone Property,11235,OCEANA DRIVE WEST,Brooklyn,Parking,2001,Whole Building,Yes
Not Applicable: Standalone Property,11235,BRIGHTON BEACH AVE,Brooklyn,Multifamily Housing,1935,Whole Building,Yes
Not Applicable: Standalone Property,11235,BRIGHTON 13 STREET,Brooklyn,Multifamily Housing,1962,Whole Building,Yes
Not Applicable: Standalone Property,11235,BRIGHTWATER AVENUE,Brooklyn,Multifamily Housing,1959,Whole Building,Yes
Not Applicable: Standalone Property,11235,BRIGHTON BEACH AVE,Brooklyn,Multifamily Housing,1935,Whole Building,Yes
Not Applicable: Standalone Property,11235,BRIGHTON 15 STREET,Brooklyn,Multifamily Housing,1951,Whole Building,Yes
Not Applicable: Standalone Property,11235,CORBIN PLACE,Brooklyn,Multifamily Housing,1951,Whole Building,Yes
Not Applicable: Standalone Property,11235,CORBIN PLACE,Brooklyn,Multifamily Housing,1961,Whole Building,Yes
